,tweet_id,favorite_count,retweet_count,followers_count
123,868639477480148993,0,2240,3200891
124,868622495443632128,28295,6275,3200891
125,868552278524837888,10539,2240,3200891
126,867900495410671616,24964,4439,3200891
127,867774946302451713,35179,7788,3200891
128,867421006826221569,16755,2697,3200891
129,867072653475098625,0,135,3200891
130,867051520902168576,33420,8425,3200891
131,866816280283807744,0,32883,3200891
132,866720684873056260,20888,5168,3200891
133,866686824827068416,20070,3727,3200891
134,866450705531457537,106827,32883,3200891
135,866334964761202691,54720,15546,3200891
136,866094527597207552,0,8952,3200891
137,865718153858494464,26640,6008,3200891
138,865359393868664832,27530,5384,3200891
139,865006731092295680,29063,8209,3200891
140,864873206498414592,33651,9361,3200891
141,864279568663928832,15195,3266,3200891
142,864197398364647424,31459,9616,3200891
143,863907417377173506,21477,4441,3200891
144,863553081350529029,15935,4489,3200891
145,863471782782697472,0,2687,3200891
146,863432100342583297,24829,5664,3200891
147,863427515083354112,2363,105,3200891
148,863079547188785154,9094,1195,3200891
149,863062471531167744,8945,2687,3200891
150,862831371563274240,20011,5457,3200891
151,862722525377298433,17779,3809,3200891
152,862457590147678208,21492,5388,3200891
153,862096992088072192,66437,21840,3200891
154,861769973181624320,0,37911,3200891
155,861383897657036800,37744,11528,3200891
156,861288531465048066,18032,4479,3200891
157,861005113778896900,17538,4119,3200891
158,860981674716409858,0,2334,3200891
159,860924035999428608,0,882,3200891
160,860563773140209665,7878,2334,3200891
161,860524505164394496,24678,5698,3200891
162,860276583193509888,19154,3745,3200891
163,860184849394610176,17474,6295,3200891
164,860177593139703809,0,33421,3200891
165,859924526012018688,20021,4349,3200891
166,859851578198683649,16105,3780,3200891
167,859607811541651456,19476,1704,3200891
168,859196978902773760,75193,25661,3200891
169,859074603037188101,35553,14740,3200891
170,858860390427611136,0,8805,3200891
171,858843525470990336,16304,3771,3200891
172,858471635011153920,22640,5271,3200891
173,858107933456039936,16524,3154,3200891
174,857989990357356544,16952,2812,3200891
175,857746408056729600,36021,11524,3200891
176,857393404942143489,6236,1785,3200891
177,857263160327368704,21041,4934,3200891
178,857214891891077121,242,20,3200891
179,857062103051644929,0,183,3200891
180,857029823797047296,19910,4364,3200891
181,856602993587888130,0,11633,3200891
182,856543823941562368,17135,3131,3200891
183,856526610513747968,12446,2068,3200891
184,856330835276025856,0,731,3200891
185,856288084350160898,545,17,3200891
186,856282028240666624,29086,6841,3200891
187,855862651834028034,320,27,3200891
188,855860136149123072,4407,1058,3200891
189,855857698524602368,12498,2313,3200891
190,855851453814013952,47844,19196,3200891
191,855818117272018944,28056,5943,3200891
192,855459453768019968,31657,8987,3200891
193,855245323840757760,0,6568,3200891
194,855138241867124737,0,50,3200891
195,854732716440526848,24188,6690,3200891
196,854482394044301312,31131,7608,3200891
197,854365224396361728,20046,5159,3200891
198,854120357044912130,33911,8285,3200892
199,854010172552949760,17169,3433,3200892
200,853760880890318849,30414,6403,3200892
201,853639147608842240,37198,11265,3200892
202,853299958564483072,16508,3928,3200892
203,852936405516943360,0,2243,3200892
204,852912242202992640,9658,2037,3200892
205,852672615818899456,15939,2388,3200891
206,852553447878664193,17492,3885,3200891
207,852311364735569921,35325,10961,3200891
208,852226086759018497,21378,7570,3200891
209,852189679701164033,12217,1741,3200891
210,851953902622658560,0,10706,3200891
211,851861385021730816,0,23,3200891
212,851591660324737024,17300,3819,3200891
213,851464819735769094,25944,7855,3200891
214,851224888060895234,22090,6350,3200891
215,850753642995093505,33348,10352,3200891
216,850380195714523136,13994,2915,3200891
217,850333567704068097,3647,367,3200891
218,850145622816686080,17519,4244,3200891
219,850019790995546112,21944,5459,3200891
220,849776966551130114,32390,8404,3200799
221,849668094696017920,0,5513,3200891
222,849412302885593088,17039,3487,3200891
223,849336543269576704,12240,2101,3200891
224,849051919805034497,32617,7396,3200891
225,848690551926992896,27104,4826,3200891
226,848324959059550208,20229,4037,3200891
227,848213670039564288,8834,832,3200891
228,848212111729840128,17618,3444,3200891
229,847978865427394560,0,3652,3200891
230,847971574464610304,0,482,3200891
231,847962785489326080,25296,5730,3200891
232,847842811428974592,5935,1522,3200891
233,847617282490613760,7558,468,3200891
234,847606175596138505,20208,3774,3200891
235,847251039262605312,22036,4800,3200891
236,847157206088847362,21588,6572,3200891
237,847116187444137987,23108,3583,3200891
238,846874817362120707,21685,4404,3200891
239,846514051647705089,48410,13076,3200891
240,846505985330044928,15304,3492,3200891
241,846153765933735936,34394,10226,3200891
242,846139713627017216,33188,10972,3200891
243,846042936437604353,17256,3224,3200891
244,845812042753855489,31737,9894,3200891
245,845677943972139009,27154,5365,3200891
246,845459076796616705,0,15071,3200891
247,845397057150107648,8241,2072,3200891
248,845306882940190720,25225,6039,3200891
249,845098359547420673,0,8640,3200891
250,844979544864018432,14738,2909,3200891
251,844973813909606400,16361,3617,3200891
252,844704788403113984,42022,11633,3200891
253,844580511645339650,17871,3533,3200891
254,844223788422217728,14753,2450,3200891
255,843981021012017153,16327,3285,3200891
256,843856843873095681,23211,5220,3200891
257,843604394117681152,18310,3081,3200891
258,843235543001513987,23315,6852,3200891
259,842892208864923648,0,56625,3200891
260,842846295480000512,16440,4023,3200891
261,842765311967449089,7321,1439,3200891
262,842535590457499648,19637,3937,3200891
263,842163532590374912,26569,6568,3200891
264,842115215311396866,15204,3386,3200891
265,841833993020538882,0,17504,3200891
266,841680585030541313,27854,8748,3200891
267,841439858740625411,13755,4168,3200891
268,841320156043304961,21402,6080,3200891
269,841314665196081154,17305,5312,3200891
270,841077006473256960,24926,5991,3200891
271,840761248237133825,0,1972,3200891
272,840728873075638272,0,18285,3200891
273,840698636975636481,197,3,3200891
274,840696689258311684,13377,1116,3200891
275,840632337062862849,9761,1972,3200891
276,840370681858686976,17918,5146,3200891
277,840268004936019968,20950,6497,3200891
278,839990271299457024,14640,2597,3200891
279,839549326359670784,29957,8805,3200891
280,839290600511926273,0,158,3200891
281,839239871831150596,29684,7422,3200891
282,838952994649550848,21289,4505,3200891
283,838921590096166913,12183,2357,3200891
284,838916489579200512,0,38,3200891
285,838831947270979586,0,12643,3200891
286,838561493054533637,11892,1504,3200891
287,838476387338051585,24664,5484,3200891
288,838201503651401729,0,11525,3200891
289,838150277551247360,1824,370,3200891
290,838085839343206401,150,0,3200891
291,838083903487373313,19183,3582,3200891
292,837820167694528512,37277,8952,3200891
293,837482249356513284,4204,495,3200891
294,837471256429613056,13967,2631,3200891
295,837366284874571778,23074,6005,3200891
296,837110210464448512,17480,2731,3200891
297,837012587749474308,0,88,3200891
298,836989968035819520,13879,2610,3200891
299,836753516572119041,21029,5237,3200891
300,836677758902222849,13782,2522,3200891
301,836648853927522308,0,626,3200891
302,836397794269200385,0,31314,3200891
303,836380477523124226,16037,3337,3200891
304,836260088725786625,23177,4850,3200891
305,836001077879255040,20924,4935,3200891
306,835685285446955009,0,9327,3200891
307,835574547218894849,19447,4121,3200891
308,835536468978302976,0,1939,3200891
309,835309094223372289,0,24013,3200891
310,835297930240217089,17847,3381,3200891
311,835264098648616962,8503,1939,3200891
312,835246439529840640,2259,83,3200891
313,835172783151792128,28552,6516,3200891
314,835152434251116546,24574,3443,3200891
315,834931633769889797,11838,1878,3200891
316,834786237630337024,22943,6159,3200891
317,834574053763584002,14993,2882,3200890
318,834477809192075265,0,12224,3200890
319,834458053273591808,10512,1899,3200890
320,834209720923721728,22594,5476,3200890
321,834167344700198914,17194,4130,3200890
322,834089966724603904,10971,2427,3200890
323,834086379323871233,14296,2512,3200890
324,833863086058651648,14661,2729,3200891
325,833826103416520705,16728,3904,3200891
326,833732339549220864,0,251,3200891
327,833722901757046785,22585,3636,3200891
328,833479644947025920,16258,2357,3200892
329,833124694597443584,22133,5513,3200892
330,832998151111966721,14549,2522,3200892
331,832769181346996225,0,43,3200892
332,832757312314028032,18423,4127,3200800
333,832682457690300417,13017,3368,3200892
334,832645525019123713,3195,594,3200892
335,832636094638288896,17379,3220,3200892
336,832397543355072512,13126,2548,3200892
337,832369877331693569,18792,3652,3200892
338,832273440279240704,12385,2673,3200892
339,832215909146226688,0,7069,3200892
340,832215726631055365,0,10723,3200892
341,832088576586297345,72,3,3200892
342,832040443403784192,0,11131,3200892
343,832032802820481025,13887,4746,3200892
344,831939777352105988,26404,7031,3200892
345,831926988323639298,369,39,3200892
346,831911600680497154,30380,7458,3200892
347,831670449226514432,11469,2059,3200892
348,831650051525054464,7908,2243,3200892
349,831552930092285952,9872,2632,3200892
350,831322785565769729,10042,1744,3200892
351,831315979191906304,7117,1264,3200892
352,831309418084069378,12819,2786,3200892
353,831262627380748289,13066,2350,3200892
354,830956169170665475,8735,1735,3200892
355,830583320585068544,73397,19297,3200892
356,830173239259324417,0,6554,3200892
357,830097400375152640,10804,3455,3200892
358,829878982036299777,0,5757,3200892
359,829861396166877184,13441,2243,3200892
360,829501995190984704,34913,12224,3200892
361,829449946868879360,11519,2329,3200892
362,829374341691346946,38074,10706,3200892
363,829141528400556032,26952,8530,3200892
364,829011960981237760,58302,18627,3200892
365,828801551087042563,0,3901,3200892
366,828770345708580865,28085,6746,3200892
367,828708714936930305,40241,12882,3200892
368,828650029636317184,10467,1544,3200892
369,828409743546925057,6898,1305,3200892
370,828408677031882754,8398,1477,3200892
371,828381636999917570,13864,2554,3200892
372,828376505180889089,8112,1216,3200892
373,828372645993398273,13756,3344,3200892
374,828361771580813312,2408,195,3200892
375,828046555563323392,12923,3260,3200892
376,828011680017821696,11411,2451,3200892
377,827933404142436356,22180,5987,3200892
378,827653905312006145,16983,3433,3200892
379,827600520311402496,8143,1082,3200892
380,827324948884643840,17523,3510,3200892
381,827228250799742977,0,13517,3200892
382,827199976799354881,11659,2579,3200892
383,826958653328592898,23767,5757,3200892
384,826848821049180160,40325,11878,3200892
385,826615380357632002,0,4521,3200892
386,826598799820865537,5637,292,3200892
387,826598365270007810,11117,2709,3200892
388,826476773533745153,20275,4821,3200892
389,826240494070030336,14614,2965,3200892
390,826204788643753985,5361,1075,3200892
391,826115272272650244,17299,3599,3200892
392,825876512159186944,11525,2146,3200893
393,825829644528148480,14025,2848,3200893
394,825535076884762624,56413,19669,3200894
395,825147591692263424,20181,5244,3200894
396,825120256414846976,0,1483,3200894
397,825026590719483904,7020,1483,3200894
398,824796380199809024,0,6288,3200894
399,824775126675836928,16508,4069,3200894
400,824663926340194305,11113,1993,3200894
401,824325613288833024,12999,11848,3200894
402,824297048279236611,16625,4463,3200894
403,824025158776213504,5255,679,3200894
404,823939628516474880,11755,3123,3200894
405,823719002937630720,0,12953,3200894
406,823699002998870016,13826,2772,3200894
407,823581115634085888,14376,3031,3200894
408,823333489516937216,777,31,3200894
409,823322678127919110,17437,4637,3200894
410,823269594223824897,0,11421,3200894
411,822975315408461824,19139,3958,3200894
412,822872901745569793,132810,48265,3200894
413,822859134160621569,14576,2622,3200894
414,822647212903690241,0,7390,3200894
415,822610361945911296,16327,3423,3200894
416,822489057087389700,20083,7390,3200894
417,822462944365645825,31800,17209,3200894
418,822244816520155136,38832,11421,3200894
419,822163064745328640,0,5571,3200894
420,821886076407029760,12582,2692,3200894
421,821813639212650496,0,3839,3200894
422,821765923262631936,9317,1899,3200894
423,821522889702862852,8871,2030,3200894
424,821421320206483457,0,6470,3200894
425,821407182352777218,13075,5053,3200894
426,821153421864615936,280,10,3200894
427,821149554670182400,9718,2320,3200894
428,821107785811234820,10645,2487,3200894
429,821044531881721856,14021,2636,3200894
430,820837357901512704,0,7733,3200894
431,820749716845686786,34984,11525,3200894
432,820690176645140481,13518,3716,3200894
433,820494788566847489,0,648,3200802
434,820446719150292993,0,2980,3200894
435,820314633777061888,3706,648,3200894
436,820078625395449857,21979,7246,3200894
437,820013781606658049,0,1369,3200894
438,819952236453363712,5927,1369,3200894
439,819924195358416896,14305,5607,3200894
440,819711362133872643,14916,3604,3200894
441,819588359383371776,10606,2271,3200894
442,819347104292290561,8008,1383,3200894
443,819238181065359361,2550,462,3200894
444,819227688460238848,25652,7733,3200894
445,819015337530290176,0,42228,3200894
446,819015331746349057,0,21794,3200894
447,819006400881917954,49960,21794,3200894
448,819004803107983360,95450,42228,3200894
449,818646164899774465,0,24069,3200894
450,818627210458333184,24597,8564,3200894
451,818614493328580609,10971,2982,3200894
452,818588835076603904,0,7126,3200894
453,818536468981415936,12127,2873,3200894
454,818307523543449600,0,9366,3200894
455,818259473185828864,12197,2621,3200894
456,818145370475810820,13671,3014,3200894
457,817908911860748288,5356,906,3200894
458,817827839487737858,57622,31314,3200894
459,817777686764523521,11901,3084,3200894
460,817536400337801217,13105,3505,3200894
461,817502432452313088,0,3917,3200894
462,817423860136083457,38260,17504,3200894
463,817415592588222464,6267,1131,3200894
464,817181837579653120,0,9907,3200895
465,817171292965273600,9690,2326,3200895
466,817120970343411712,13367,3011,3200895
467,817056546584727552,9517,1927,3200895
468,816829038950027264,0,5496,3200895
469,816816676327063552,11071,2361,3200895
470,816697700272001025,10905,2545,3200895
471,816450570814898180,33961,9366,3200895
472,816336735214911488,9564,2269,3200895
473,816091915477250048,9927,2500,3200895
474,816062466425819140,0,1207,3200895
475,816014286006976512,0,6154,3200895
476,815990720817401858,5545,1207,3200895
477,815966073409433600,25057,9907,3200895
478,815745968457060357,0,4797,3200895
479,815736392542261248,10937,2625,3200895
480,815639385530101762,9161,1918,3200895
481,815390420867969024,11467,4407,3200895
482,814986499976527872,8485,1505,3200895
483,814638523311648768,12511,3130,3200895
484,814578408554463233,0,6750,3200895
485,814530161257443328,9629,2156,3200895
486,814153002265309185,32000,10080,3200895
487,813944609378369540,0,3732,3200895
488,813910438903693312,10342,2194,3200895
489,813812741911748608,40402,16267,3200895
490,813800681631023104,9300,2060,3200895
491,813217897535406080,20783,8476,3200895
492,813202720496779264,10192,2090,3200895
493,813187593374461952,22085,5096,3200895
494,813172488309972993,10384,2236,3200895
495,813157409116065792,8588,2557,3200895
496,813142292504645637,9361,2728,3200895
497,813130366689148928,4968,513,3200895
498,813127251579564032,13242,3652,3200895
499,813112105746448384,11515,3225,3200895
500,813096984823349248,11694,4207,3200895
501,813081950185472002,10989,3220,3200895
502,813066809284972545,8865,2276,3200895
503,813051746834595840,23337,8503,3200895
504,812781120811126785,8380,2191,3200895
505,812747805718642688,0,8067,3200895
506,812709060537683968,7373,1665,3200895
507,812503143955202048,6787,1424,3200895
508,812466873996607488,8900,2231,3200895
509,812372279581671427,15224,4252,3200895
510,811985624773361665,8102,1647,3200895
511,811744202451197953,8429,1884,3200895
512,811647686436880384,6215,872,3200895
513,811627233043480576,14265,3650,3200895
514,811386762094317568,23302,7444,3200895
515,810984652412424192,5927,1655,3200896
516,810896069567610880,10093,2090,3200896
517,810657578271330305,12192,3057,3200896
518,810284430598270976,39640,13369,3200896
519,810254108431155201,16380,3901,3200896
520,809920764300447744,17250,4521,3200896
521,809808892968534016,0,5711,3200896
522,809448704142938112,7727,1696,3200896
523,809220051211603969,22246,6554,3200896
524,809084759137812480,14685,4046,3200896
525,808838249661788160,11271,3536,3200896
526,808733504066486276,8784,2509,3200896
527,808501579447930884,12595,3007,3200896
528,808344865868283904,47281,24069,3200896
529,808134635716833280,0,6961,3200896
530,808106460588765185,9701,2525,3200896
531,808001312164028416,14015,4098,3200896
532,807621403335917568,16236,4288,3200896
533,807106840509214720,107015,56625,3200896
534,807059379405148160,0,8521,3200897
535,807010152071229440,14514,4418,3200897
536,806629075125202948,75639,37911,3200897
537,806620845233815552,0,6426,3200897
538,806576416489959424,5370,2230,3200897
539,806542213899489280,11363,2752,3200897
540,806242860592926720,0,13616,3200897
541,806219024703037440,7145,1388,3200897
542,805958939288408065,0,6238,3200897
543,805932879469572096,9178,2209,3200897
544,805826884734976000,7335,2132,3200897
545,805823200554876929,0,9374,3200897
546,805520635690676224,6368,1905,3200897
547,805487436403003392,9773,2929,3200897
548,805207613751304193,8680,1972,3200897
549,804738756058218496,15326,4480,3200897
550,804475857670639616,6886,2355,3200897
551,804413760345620481,0,3712,3200897
552,804026241225523202,49774,18876,3200897
553,803773340896923648,11203,3220,3200897
554,803692223237865472,0,8689,3200897
555,803638050916102144,12270,4828,3200897
556,803380650405482500,8601,2169,3200897
557,803321560782307329,0,6221,3200897
558,803276597545603072,11207,2887,3200897
559,802952499103731712,10085,2336,3200897
560,802624713319034886,0,3403,3200897
561,802600418706604034,7938,1714,3200897
562,802572683846291456,9959,2926,3200897
563,802323869084381190,18124,6808,3200898
564,802265048156610565,7039,1573,3200898
565,802247111496568832,0,5247,3200898
566,802239329049477120,10132,3040,3200898
567,802185808107208704,0,314,3200898
568,801958328846974976,8608,1992,3200898
569,801854953262350336,1958,275,3200898
570,801538201127157760,9141,2391,3200898
571,801285448605831168,6802,960,3200898
572,801167903437357056,27386,6961,3200898
573,801127390143516673,0,4627,3200898
574,801115127852503040,8992,2429,3200898
575,800859414831898624,778,113,3200898
576,800855607700029440,0,1889,3200898
577,800751577355128832,11701,3214,3200898
578,800513324630806528,14685,3495,3200898
579,800459316964663297,10538,2489,3200898
580,800443802682937345,0,5068,3200898
581,800388270626521089,12456,3265,3200898
582,800188575492947969,0,4581,3200898
583,800141422401830912,17092,2980,3200898
584,800018252395122689,31768,15351,3200898
585,799774291445383169,0,5488,3200898
586,799757965289017345,9390,2506,3200898
587,799422933579902976,8965,2213,3200898
588,799308762079035393,0,6478,3200898
589,799297110730567681,11065,3227,3200898
590,799063482566066176,9058,2863,3200898
591,798933969379225600,14712,5203,3200898
592,798925684722855936,8246,1663,3200898
593,798705661114773508,0,7724,3200898
594,798701998996647937,0,9126,3200898
595,798697898615730177,0,7602,3200898
596,798694562394996736,0,5812,3200898
597,798686750113755136,0,2702,3200898
598,798682547630837760,0,5515,3200899
599,798673117451325440,0,6485,3200899
600,798665375516884993,0,4519,3200899
601,798644042770751489,0,2153,3200899
602,798628517273620480,0,2272,3200899
603,798585098161549313,0,6618,3200900
604,798576900688019456,0,6871,3200900
605,798340744599797760,0,3924,3200900
606,798209839306514432,11548,2954,3200900
607,797971864723324932,13018,3652,3200900
608,797545162159308800,16198,5656,3200900
609,797236660651966464,22328,7726,3200900
610,797165961484890113,256,32,3200900
611,796904159865868288,0,10411,3200900
612,796865951799083009,8564,2198,3200900
613,796759840936919040,13256,3562,3200900
614,796563435802726400,0,8536,3200900
615,796484825502875648,8472,2042,3200900
616,796387464403357696,12334,4861,3200900
617,796177847564038144,0,16628,3200900
618,796149749086875649,36177,16628,3200900
619,796125600683540480,5511,2079,3200900
620,796116448414461957,10139,2813,3200900
621,796080075804475393,9469,2703,3200900
622,796031486298386433,12071,4284,3200900
623,795464331001561088,55683,27728,3200900
624,795400264262053889,11270,3323,3200900
625,795076730285391872,18139,6288,3200900
626,794983741416415232,0,3942,3200900
627,794926597468000259,11492,2697,3200900
628,794355576146903043,0,12014,3200900
629,794332329137291264,10686,3088,3200900
630,794205286408003585,10314,3895,3200900
631,793962221541933056,18910,5711,3200900
632,793845145112371200,10295,2187,3200900
633,793614319594401792,0,3661,3200900
634,793601777308463104,8926,1908,3200900
635,793500921481273345,11953,2786,3200900
636,793286476301799424,27597,10723,3200900
637,793271401113350145,9677,2763,3200900
638,793256262322548741,22350,9714,3200901
639,793241302385262592,11780,3812,3200901
640,793226087023144960,11001,3338,3200901
641,793210959003287553,9997,3301,3200901
642,793195938047070209,17063,6547,3200901
643,793180763617361921,7740,2310,3200901
644,793165685325201412,10478,3238,3200901
645,793150605191548928,6909,1984,3200901
646,793135492858580992,7214,2893,3200901
647,793120401413079041,14202,4551,3200901
648,792913359805018113,16063,4715,3200901
649,792883833364439040,12666,4964,3200901
650,792773781206999040,8209,1963,3200901
651,792394556390137856,15128,4998,3200901
652,792050063153438720,8029,2088,3200901
653,791821351946420224,0,24514,3200901
654,791784077045166082,0,11271,3200809
655,791780927877898241,0,4432,3200901
656,791774931465953280,37818,21156,3200901
657,791672322847637504,13129,3661,3200901
658,791406955684368384,14670,4797,3200901
659,791312159183634433,9841,2963,3200901
660,791026214425268224,0,4858,3200901
661,790987426131050500,11089,2483,3200901
662,790946055508652032,18601,5496,3200901
663,790723298204217344,0,2704,3200901
664,790698755171364864,9158,2203,3200901
665,790581949425475584,22473,8183,3200901
666,790337589677002753,8740,2167,3200901
667,790277117346975746,14081,3732,3200901
668,790227638568808452,0,4190,3200901
669,789986466051088384,10369,2704,3200901
670,789960241177853952,0,4839,3200901
671,789903600034189313,11673,4858,3200901
672,789628658055020548,8448,2080,3200901
673,789599242079838210,7620,2279,3200901
674,789530877013393408,13188,3942,3200901
675,789314372632018944,9615,2666,3200901
676,789280767834746880,0,5747,3200901
677,789268448748703744,10196,3014,3200901
678,789137962068021249,10875,3244,3200901
679,788908386943430656,30653,14409,3200901
680,788765914992902144,30658,12014,3200901
681,788552643979468800,0,8407,3200901
682,788412144018661376,16060,5990,3200901
683,788178268662984705,8100,2488,3200901
684,788150585577050112,6865,1510,3200901
685,788070120937619456,0,3952,3200901
686,788039637453406209,6867,1535,3200901
687,787810552592695296,9717,3540,3200901
688,787717603741622272,11416,3240,3200901
689,787397959788929025,12120,3300,3200901
690,787322443945877504,8726,2032,3200901
691,787111942498508800,0,7798,3200901
692,786963064373534720,29725,9327,3200901
693,786729988674449408,0,2827,3200901
694,786709082849828864,20296,7069,3200901
695,786664955043049472,11957,2996,3200901
696,786595970293370880,10497,3601,3200901
697,786363235746385920,12189,4072,3200901
698,786286427768250368,8930,3352,3200901
699,786233965241827333,17178,5571,3200901
700,786051337297522688,1614,179,3200901
701,786036967502913536,0,8237,3200901
702,785927819176054784,12696,3652,3200901
703,785872687017132033,7489,2130,3200901
704,785639753186217984,8735,2561,3200901
705,785533386513321988,10183,2334,3200901
706,785515384317313025,6800,1477,3200901
707,785264754247995392,8128,1911,3200901
708,785170936622350336,13491,5639,3200901
709,784826020293709826,11310,3712,3200901
710,784517518371221505,10039,2970,3200901
711,784431430411685888,6329,1491,3200901
712,784183165795655680,22513,9374,3200901
713,784057939640352768,33505,12953,3200901
714,783839966405230592,33689,12643,3200901
715,783821107061198850,8209,2269,3200901
716,783695101801398276,11650,3737,3200901
717,783466772167098368,9468,2608,3200901
718,783391753726550016,18908,6441,3200901
719,783347506784731136,0,6533,3200901
720,783334639985389568,32651,13616,3200901
721,783085703974514689,9112,2565,3200901
722,782969140009107456,26949,8521,3200901
723,782747134529531904,8310,1604,3200901
724,782722598790725632,19250,6238,3200901
725,782598640137187329,8694,2184,3200901
726,782305867769217024,18630,6470,3200901
727,782021823840026624,0,7236,3200901
728,781955203444699136,12357,3920,3200901
729,781661882474196992,11634,3129,3200901
730,781655249211752448,4466,1314,3200901
731,781524693396357120,23163,6426,3200901
732,781308096455073793,7973,2961,3200901
733,781251288990355457,9428,2458,3200901
734,781163403222056960,10895,3168,3200901
735,780931614150983680,24192,8536,3200901
736,780858289093574656,8033,2328,3200901
737,780800785462489090,6141,1505,3200901
738,780601303617732608,13525,3839,3200901
739,780543529827336192,7040,2032,3200901
740,780496263422808064,0,4319,3200901
741,780476555013349377,0,136,3200901
742,780459368902959104,5892,1224,3200901
